Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004
Country_5051,C5051,Indicator,I,639201,150166,956632,805777,223457
Country_5052,C5052,Indicator,I,542759,430276,670635,543901,186850
Country_5053,C5053,Indicator,I,209090,858045,992864,830451,660409
Country_5054,C5054,Indicator,I,606503,857090,819706,244587,415814
Country_5055,C5055,Indicator,I,430395,714248,833685,421754,33644
Country_5056,C5056,Indicator,I,6850,840125,678689,73357,636750
Country_5057,C5057,Indicator,I,601215,330251,48957,441254,201366
Country_5058,C5058,Indicator,I,948884,30347,7233,843248,562720
Country_5059,C5059,Indicator,I,794344,672077,90421,497392,793802
Country_5060,C5060,Indicator,I,827654,582850,350051,306422,525590
Country_5061,C5061,Indicator,I,755737,155492,826019,620584,1102
Country_5062,C5062,Indicator,I,868772,895019,931628,824777,475993
Country_5063,C5063,Indicator,I,956627,9525,81999,559800,394131
Country_5064,C5064,Indicator,I,763325,493518,759782,326845,862871
Country_5065,C5065,Indicator,I,249209,607943,115425,442365,203156
Country_5066,C5066,Indicator,I,465314,853421,973862,458645,424082
Country_5067,C5067,Indicator,I,863961,562755,620245,644497,904757
Country_5068,C5068,Indicator,I,857619,497302,939808,392275,606207
Country_5069,C5069,Indicator,I,2519,177193,154132,263410,675525
Country_5070,C5070,Indicator,I,213698,252038,52894,387430,559663
Country_5071,C5071,Indicator,I,132440,136641,56674,611496,283552
Country_5072,C5072,Indicator,I,627928,590854,870899,939782,860550
Country_5073,C5073,Indicator,I,778730,83312,901349,106456,525043
Country_5074,C5074,Indicator,I,217982,939703,319958,976914,215904
Country_5075,C5075,Indicator,I,324384,251671,67038,988649,665990
Country_5076,C5076,Indicator,I,730112,817697,115886,193261,755369
Country_5077,C5077,Indicator,I,286584,977012,654251,72337,824369
Country_5078,C5078,Indicator,I,343400,381920,906288,375492,344510
Country_5079,C5079,Indicator,I,784292,978467,166613,840767,779004
Country_5080,C5080,Indicator,I,518746,759169,386319,13305,592561
Country_5081,C5081,Indicator,I,737334,535126,868169,59960,581957
Country_5082,C5082,Indicator,I,297943,162841,144792,893029,455803
Country_5083,C5083,Indicator,I,635929,734770,965168,802592,831930
Country_5084,C5084,Indicator,I,837639,534918,696243,241977,223427
Country_5085,C5085,Indicator,I,668416,869538,759599,586281,497283
Country_5086,C5086,Indicator,I,272270,257318,840463,540963,642017
Country_5087,C5087,Indicator,I,747559,505061,856350,761463,543841
Country_5088,C5088,Indicator,I,827080,401450,555320,363055,481334
Country_5089,C5089,Indicator,I,745715,388075,432309,922249,774942
Country_5090,C5090,Indicator,I,50296,871011,763697,919505,196699
Country_5091,C5091,Indicator,I,382870,610971,473718,166002,415315
Country_5092,C5092,Indicator,I,176407,311498,302426,375375,321206
Country_5093,C5093,Indicator,I,898990,688507,873915,791523,406776
Country_5094,C5094,Indicator,I,673078,282057,923693,662443,992914
Country_5095,C5095,Indicator,I,98211,861100,742239,295738,180036
Country_5096,C5096,Indicator,I,281980,851408,485897,834375,342148
Country_5097,C5097,Indicator,I,68500,483363,157948,640991,453571
Country_5098,C5098,Indicator,I,208800,961603,909296,725213,104996
Country_5099,C5099,Indicator,I,881023,659461,73712,25979,196382
Country_5100,C5100,Indicator,I,420615,100265,782376,161902,390994
Country_5101,C5101,Indicator,I,175500,882963,942187,990024,102643
Country_5102,C5102,Indicator,I,107582,239170,198158,715596,637114
Country_5103,C5103,Indicator,I,254005,986168,218686,663005,796763
Country_5104,C5104,Indicator,I,977575,189994,931087,274231,194623
Country_5105,C5105,Indicator,I,418300,165356,217088,18352,137571
Country_5106,C5106,Indicator,I,906675,14269,64945,817296,64288
Country_5107,C5107,Indicator,I,357946,109137,536568,789304,468373
Country_5108,C5108,Indicator,I,952395,451077,83603,177484,2230
Country_5109,C5109,Indicator,I,793723,541943,186867,285422,25702
Country_5110,C5110,Indicator,I,34264,351612,458341,968751,296913
Country_5111,C5111,Indicator,I,497705,569961,861573,667950,769999
Country_5112,C5112,Indicator,I,49811,714289,301944,402762,11315
Country_5113,C5113,Indicator,I,952318,430488,32975,345418,567135
Country_5114,C5114,Indicator,I,724767,732258,522132,70448,307750
Country_5115,C5115,Indicator,I,335530,857696,100227,955188,759333
Country_5116,C5116,Indicator,I,984878,429544,582850,754080,569923
Country_5117,C5117,Indicator,I,235151,284169,950628,312515,779911
Country_5118,C5118,Indicator,I,479109,943721,947092,767069,707725
Country_5119,C5119,Indicator,I,637845,342368,484834,225805,646536
Country_5120,C5120,Indicator,I,90697,102499,143545,477135,854070
Country_5121,C5121,Indicator,I,53147,45018,759410,863428,501234
Country_5122,C5122,Indicator,I,584572,258999,50341,452870,543931
Country_5123,C5123,Indicator,I,577929,876627,829964,627231,3449
Country_5124,C5124,Indicator,I,185666,948451,911260,236006,830089
Country_5125,C5125,Indicator,I,830553,615752,610015,443832,691660
Country_5126,C5126,Indicator,I,50377,920903,699879,650889,251763
Country_5127,C5127,Indicator,I,658558,385193,275916,536313,129031
Country_5128,C5128,Indicator,I,491156,596589,341752,377537,869521
Country_5129,C5129,Indicator,I,885698,742036,815429,566379,697820
Country_5130,C5130,Indicator,I,194692,39169,168447,621093,239922
Country_5131,C5131,Indicator,I,492926,198824,440973,850058,629006
Country_5132,C5132,Indicator,I,395604,713017,738781,933194,899049
Country_5133,C5133,Indicator,I,705190,513556,1262,712246,982170
Country_5134,C5134,Indicator,I,826905,139994,651744,206347,922096
Country_5135,C5135,Indicator,I,374576,962635,42334,274626,198054
Country_5136,C5136,Indicator,I,3267,237125,822240,246599,57720
Country_5137,C5137,Indicator,I,373292,624213,918138,725383,438245
Country_5138,C5138,Indicator,I,449133,469971,100477,966753,979553
Country_5139,C5139,Indicator,I,136029,517147,130890,855862,244372
Country_5140,C5140,Indicator,I,387135,654392,652389,101980,210332
Country_5141,C5141,Indicator,I,750474,868199,831532,79115,900003
Country_5142,C5142,Indicator,I,278937,971736,613112,390255,204732
Country_5143,C5143,Indicator,I,772631,218307,603355,915142,951836
Country_5144,C5144,Indicator,I,612130,361031,12357,661235,975738
Country_5145,C5145,Indicator,I,59812,666190,543153,204122,510328
Country_5146,C5146,Indicator,I,499446,904750,692284,553245,32964
Country_5147,C5147,Indicator,I,241525,85962,723151,760276,418938
Country_5148,C5148,Indicator,I,252865,948727,175044,358961,320210
Country_5149,C5149,Indicator,I,255976,717141,403982,454783,651980
Country_5150,C5150,Indicator,I,286745,814366,397970,33869,5178
Country_5151,C5151,Indicator,I,681893,236908,254336,563325,292963
Country_5152,C5152,Indicator,I,263930,675487,651959,465279,54447
Country_5153,C5153,Indicator,I,251649,409617,785662,558086,633373
Country_5154,C5154,Indicator,I,328678,815627,313168,706815,555717
Country_5155,C5155,Indicator,I,949808,721283,648856,449112,105085
Country_5156,C5156,Indicator,I,546003,901118,481815,398555,474045
Country_5157,C5157,Indicator,I,564603,40425,982024,408669,849019
Country_5158,C5158,Indicator,I,271360,306823,203143,272758,165965
Country_5159,C5159,Indicator,I,24084,762517,40358,10229,763909
Country_5160,C5160,Indicator,I,328510,986882,710367,398972,428084
Country_5161,C5161,Indicator,I,312829,541659,551812,416298,691582
Country_5162,C5162,Indicator,I,904099,283956,50941,243349,245424
Country_5163,C5163,Indicator,I,469302,983065,585167,481868,998407
Country_5164,C5164,Indicator,I,825568,599606,372038,861641,32511
Country_5165,C5165,Indicator,I,843769,982235,713968,502783,515332
Country_5166,C5166,Indicator,I,431906,409940,515379,998666,472028
Country_5167,C5167,Indicator,I,46539,473023,216147,434560,571575
Country_5168,C5168,Indicator,I,777003,824414,128457,767499,193393
Country_5169,C5169,Indicator,I,27693,658263,513921,356863,477742
Country_5170,C5170,Indicator,I,769110,710206,146989,718883,559783
Country_5171,C5171,Indicator,I,123663,295082,645702,177371,919574
Country_5172,C5172,Indicator,I,941528,363428,44787,804029,685307
Country_5173,C5173,Indicator,I,25271,413650,642447,87757,635739
Country_5174,C5174,Indicator,I,180828,465734,514769,628304,443901
Country_5175,C5175,Indicator,I,545871,480914,31669,450044,97486
Country_5176,C5176,Indicator,I,202925,141718,348653,693708,786124
Country_5177,C5177,Indicator,I,440326,11822,79293,881710,305037
Country_5178,C5178,Indicator,I,789723,378459,614834,532272,67938
Country_5179,C5179,Indicator,I,955171,488238,224386,510069,640899
Country_5180,C5180,Indicator,I,723377,463923,465851,903685,601860
Country_5181,C5181,Indicator,I,124654,592190,961230,588349,789643
Country_5182,C5182,Indicator,I,652240,73111,222773,893053,105480
Country_5183,C5183,Indicator,I,109030,853544,842070,90311,276617
Country_5184,C5184,Indicator,I,224673,353164,28040,817968,554468
Country_5185,C5185,Indicator,I,284865,581586,67412,307903,210364
Country_5186,C5186,Indicator,I,417976,517512,812655,622204,768262
Country_5187,C5187,Indicator,I,133168,908969,465370,704601,153244
Country_5188,C5188,Indicator,I,341491,862255,906646,482561,657592
Country_5189,C5189,Indicator,I,327985,6684,876000,133796,753105
Country_5190,C5190,Indicator,I,344874,352008,889246,738963,104841
Country_5191,C5191,Indicator,I,270884,515845,332208,747241,317776
Country_5192,C5192,Indicator,I,269883,546753,724046,865706,336143
Country_5193,C5193,Indicator,I,776119,418621,592058,754729,337873
Country_5194,C5194,Indicator,I,771794,894096,794384,724355,65530
Country_5195,C5195,Indicator,I,792588,521414,761556,890798,185769
Country_5196,C5196,Indicator,I,283369,643741,915254,904560,296683
Country_5197,C5197,Indicator,I,465314,738514,711126,645347,148038
Country_5198,C5198,Indicator,I,714585,116037,432716,418699,384729
Country_5199,C5199,Indicator,I,429838,531922,97882,528619,947491
Country_5200,C5200,Indicator,I,647798,175580,363795,80123,888608
Country_5201,C5201,Indicator,I,273763,977477,450449,571598,726269
Country_5202,C5202,Indicator,I,597547,792451,857550,598473,531488
Country_5203,C5203,Indicator,I,117664,998824,983463,650588,733118
Country_5204,C5204,Indicator,I,253183,674189,190143,657351,918497
Country_5205,C5205,Indicator,I,806830,666361,977520,111425,538120
Country_5206,C5206,Indicator,I,472296,29242,446719,786767,817002
Country_5207,C5207,Indicator,I,249450,627264,580830,74943,236121
Country_5208,C5208,Indicator,I,71511,145266,356501,236088,501313
Country_5209,C5209,Indicator,I,715372,533340,425967,568782,926075
Country_5210,C5210,Indicator,I,568846,567564,517477,538881,814843
Country_5211,C5211,Indicator,I,914915,528810,865394,413708,324339
Country_5212,C5212,Indicator,I,65317,664437,484616,285405,84625
Country_5213,C5213,Indicator,I,817052,822558,106132,183539,202391
Country_5214,C5214,Indicator,I,935632,382121,789744,639667,672344
Country_5215,C5215,Indicator,I,505425,62912,986501,816100,71586
Country_5216,C5216,Indicator,I,564193,487070,696790,755587,422050
Country_5217,C5217,Indicator,I,122328,431840,40058,992561,374864
Country_5218,C5218,Indicator,I,714231,540250,23829,933998,41786
Country_5219,C5219,Indicator,I,827531,138195,560971,115004,584112
Country_5220,C5220,Indicator,I,393489,872639,855769,211740,611037
Country_5221,C5221,Indicator,I,244075,767324,20497,623153,899993
Country_5222,C5222,Indicator,I,103789,855377,142502,530226,214339
Country_5223,C5223,Indicator,I,342067,252120,347551,673195,395756
Country_5224,C5224,Indicator,I,494454,272392,575673,787608,43871
Country_5225,C5225,Indicator,I,521800,524678,242414,185604,588642
Country_5226,C5226,Indicator,I,489056,396523,977922,132794,551446
Country_5227,C5227,Indicator,I,308681,676452,529278,664363,11924
Country_5228,C5228,Indicator,I,984016,496464,496580,400968,801643
Country_5229,C5229,Indicator,I,552471,631077,584415,704547,309909
Country_5230,C5230,Indicator,I,815774,223464,963644,495966,5591
Country_5231,C5231,Indicator,I,296705,468005,370392,348586,772416
Country_5232,C5232,Indicator,I,945590,741104,42952,119909,671465
Country_5233,C5233,Indicator,I,321990,84886,704317,905938,998936
Country_5234,C5234,Indicator,I,242246,100486,631489,849457,407543
Country_5235,C5235,Indicator,I,740125,508563,221443,217285,788712
Country_5236,C5236,Indicator,I,185843,301787,556802,5657,74024
Country_5237,C5237,Indicator,I,112045,767850,284819,451296,997596
Country_5238,C5238,Indicator,I,588501,290617,368516,460990,53239
Country_5239,C5239,Indicator,I,266338,673862,619021,454572,661657
Country_5240,C5240,Indicator,I,114813,944771,891496,785708,743451
Country_5241,C5241,Indicator,I,723482,909845,853983,358040,72578
Country_5242,C5242,Indicator,I,665221,811029,942533,998712,438181
Country_5243,C5243,Indicator,I,218748,141388,714502,371295,523970
Country_5244,C5244,Indicator,I,779812,937944,670667,568394,272583
Country_5245,C5245,Indicator,I,425580,339921,798761,822912,12722
Country_5246,C5246,Indicator,I,665228,287806,190273,458752,245421
Country_5247,C5247,Indicator,I,449549,444096,204048,4895,131526
Country_5248,C5248,Indicator,I,858873,468798,313005,195756,545489
Country_5249,C5249,Indicator,I,853192,374865,490708,694005,748913
Country_5250,C5250,Indicator,I,470015,773001,870040,548268,748549
Country_5251,C5251,Indicator,I,638099,940029,823296,470510,719535
Country_5252,C5252,Indicator,I,149110,295301,278315,412420,761451
Country_5253,C5253,Indicator,I,672288,525789,18632,488374,995936
Country_5254,C5254,Indicator,I,16461,429140,773717,925514,225706
Country_5255,C5255,Indicator,I,772523,500077,460624,391248,788788
Country_5256,C5256,Indicator,I,802130,769868,902269,957131,40282
Country_5257,C5257,Indicator,I,973220,773479,900548,936509,135082
Country_5258,C5258,Indicator,I,719093,445128,886154,245634,907948
Country_5259,C5259,Indicator,I,493142,465339,543423,930980,269017
Country_5260,C5260,Indicator,I,928162,644915,570480,132805,743343
Country_5261,C5261,Indicator,I,929117,580383,843863,327000,47945
Country_5262,C5262,Indicator,I,769802,364497,775019,289117,651963
Country_5263,C5263,Indicator,I,481286,838959,37657,371750,636600
Country_5264,C5264,Indicator,I,10512,382084,562440,845657,239826
Country_5265,C5265,Indicator,I,797513,199794,685492,900180,560960
Country_5266,C5266,Indicator,I,627672,168851,540114,866836,841598
Country_5267,C5267,Indicator,I,713628,250194,904513,947732,193728
Country_5268,C5268,Indicator,I,877400,437971,534419,76426,387628
Country_5269,C5269,Indicator,I,540874,902810,79388,370174,365567
Country_5270,C5270,Indicator,I,177878,198711,872640,706888,738565
Country_5271,C5271,Indicator,I,320271,961190,762276,293589,290391
Country_5272,C5272,Indicator,I,689676,382043,592145,128370,64456
Country_5273,C5273,Indicator,I,406921,229311,321937,450593,916877
Country_5274,C5274,Indicator,I,174172,788667,6277,908795,356573
Country_5275,C5275,Indicator,I,131167,943508,45672,581696,432864
Country_5276,C5276,Indicator,I,838208,135494,249002,561637,275981
Country_5277,C5277,Indicator,I,157788,79842,654481,689047,246742
Country_5278,C5278,Indicator,I,578732,786522,991362,598392,487975
Country_5279,C5279,Indicator,I,109342,833322,379291,792323,862200
Country_5280,C5280,Indicator,I,413837,413448,422959,933163,269021
Country_5281,C5281,Indicator,I,712371,1516,283561,837621,236067
Country_5282,C5282,Indicator,I,227430,973219,878778,975957,14945
Country_5283,C5283,Indicator,I,535662,328993,43257,730778,817618
Country_5284,C5284,Indicator,I,630482,772751,172640,404881,611714
Country_5285,C5285,Indicator,I,412375,881721,602715,934065,870927
Country_5286,C5286,Indicator,I,610700,142644,910495,876527,576950
Country_5287,C5287,Indicator,I,452273,692929,496367,555027,118930
Country_5288,C5288,Indicator,I,66616,975137,60563,207341,718801
Country_5289,C5289,Indicator,I,463290,386338,619148,898696,369604
Country_5290,C5290,Indicator,I,984372,368911,943923,312412,484258
Country_5291,C5291,Indicator,I,480552,107676,477865,795806,837292
Country_5292,C5292,Indicator,I,825307,832013,303095,126888,60159
Country_5293,C5293,Indicator,I,504504,482540,512116,717194,944308
Country_5294,C5294,Indicator,I,332694,624766,464965,984985,902938
Country_5295,C5295,Indicator,I,330241,360219,897373,932288,935267
Country_5296,C5296,Indicator,I,379536,820548,33326,912885,317825
Country_5297,C5297,Indicator,I,506097,38593,938531,918848,761955
Country_5298,C5298,Indicator,I,384207,867578,729491,994060,113862
Country_5299,C5299,Indicator,I,611971,110889,389916,539964,988479
Country_5300,C5300,Indicator,I,392119,378993,410585,710253,851273
Country_5301,C5301,Indicator,I,235889,775482,170244,86040,334224
Country_5302,C5302,Indicator,I,475579,401713,57758,640950,35781
Country_5303,C5303,Indicator,I,98993,4903,24940,268634,30771
Country_5304,C5304,Indicator,I,696229,745124,480351,794769,647982
Country_5305,C5305,Indicator,I,335442,950162,447220,604919,553732
Country_5306,C5306,Indicator,I,272128,92,550956,873971,352158
Country_5307,C5307,Indicator,I,385658,615872,220676,166591,721169
Country_5308,C5308,Indicator,I,906665,386553,805875,110102,869607
Country_5309,C5309,Indicator,I,242808,94556,875420,941600,262330
Country_5310,C5310,Indicator,I,270621,864269,620179,42361,272566
Country_5311,C5311,Indicator,I,810067,522819,571746,906817,933899
Country_5312,C5312,Indicator,I,721171,873583,726731,904318,618771
Country_5313,C5313,Indicator,I,282722,833066,405360,5476,886806
Country_5314,C5314,Indicator,I,579233,177131,512233,956433,561828
Country_5315,C5315,Indicator,I,336289,14853,262641,484701,927973
Country_5316,C5316,Indicator,I,858100,775466,829309,795458,915254
Country_5317,C5317,Indicator,I,61702,738283,869336,245336,265583
Country_5318,C5318,Indicator,I,297820,535536,262756,835468,113747
Country_5319,C5319,Indicator,I,441566,563008,211206,904387,774266
Country_5320,C5320,Indicator,I,462263,850944,603676,344075,18976
Country_5321,C5321,Indicator,I,975782,853427,264749,945233,183793
Country_5322,C5322,Indicator,I,919553,447432,271830,985035,323680
Country_5323,C5323,Indicator,I,697264,734250,181673,799602,924491
Country_5324,C5324,Indicator,I,599642,754405,364753,602373,768047
Country_5325,C5325,Indicator,I,633461,555341,8863,8029,998896
Country_5326,C5326,Indicator,I,859835,783720,47025,1136,914714
Country_5327,C5327,Indicator,I,140616,956997,521738,217336,775525
Country_5328,C5328,Indicator,I,666389,585155,391111,936700,274344
Country_5329,C5329,Indicator,I,222470,52383,870674,992684,534077
Country_5330,C5330,Indicator,I,393446,884507,378301,337958,621809
Country_5331,C5331,Indicator,I,792687,80279,583052,513290,730372
Country_5332,C5332,Indicator,I,859672,48218,889568,89051,482870
Country_5333,C5333,Indicator,I,213876,624530,329296,394651,855659
Country_5334,C5334,Indicator,I,752558,478321,51304,33732,263018
Country_5335,C5335,Indicator,I,285159,31351,391759,748967,679458
Country_5336,C5336,Indicator,I,241310,693733,77026,70607,216633
Country_5337,C5337,Indicator,I,633645,251872,512416,229977,652115
Country_5338,C5338,Indicator,I,304373,439123,43621,313933,533977
Country_5339,C5339,Indicator,I,411282,258679,843587,88058,394146
Country_5340,C5340,Indicator,I,694056,881178,918314,398466,818328
Country_5341,C5341,Indicator,I,816821,251434,135160,797308,65328
Country_5342,C5342,Indicator,I,874575,299664,294518,202633,933894
Country_5343,C5343,Indicator,I,575551,270198,118175,758992,742672
Country_5344,C5344,Indicator,I,776407,229399,572556,698759,669360
Country_5345,C5345,Indicator,I,946091,262901,93077,507191,907882
Country_5346,C5346,Indicator,I,506862,339034,85624,634790,928976
Country_5347,C5347,Indicator,I,268115,352666,445036,239169,304243
Country_5348,C5348,Indicator,I,452120,35345,748735,509762,624401
Country_5349,C5349,Indicator,I,520097,34051,962138,245956,791370
Country_5350,C5350,Indicator,I,919559,694874,50565,409163,90672
Country_5351,C5351,Indicator,I,375976,753463,876501,946948,897195
Country_5352,C5352,Indicator,I,523834,447976,52882,858696,980975
Country_5353,C5353,Indicator,I,963820,114060,415336,377725,111027
Country_5354,C5354,Indicator,I,173802,680118,437042,479773,639304
Country_5355,C5355,Indicator,I,275957,398520,296625,108273,891562
Country_5356,C5356,Indicator,I,50517,249837,40952,246294,627491
Country_5357,C5357,Indicator,I,217203,355890,84098,973795,335614
Country_5358,C5358,Indicator,I,254677,562675,77762,291433,843803
Country_5359,C5359,Indicator,I,581583,413733,960007,645811,372375
Country_5360,C5360,Indicator,I,866912,661075,972445,512756,527276
Country_5361,C5361,Indicator,I,23913,577679,304919,851131,587981
Country_5362,C5362,Indicator,I,986001,520409,905079,562470,553135
Country_5363,C5363,Indicator,I,243619,998607,421913,461613,386219
Country_5364,C5364,Indicator,I,310455,860165,350042,161983,770956
Country_5365,C5365,Indicator,I,840345,842589,475403,144315,847571
Country_5366,C5366,Indicator,I,370011,698736,570902,408515,453138
Country_5367,C5367,Indicator,I,224901,147876,713044,659369,775234
Country_5368,C5368,Indicator,I,857583,246471,427979,468176,212054
Country_5369,C5369,Indicator,I,320656,570892,65729,735385,178683
Country_5370,C5370,Indicator,I,638178,882036,449837,443629,443374
Country_5371,C5371,Indicator,I,905302,507099,105385,741236,506422
Country_5372,C5372,Indicator,I,525521,342248,505902,254643,839325
Country_5373,C5373,Indicator,I,85344,373881,260638,912071,680021
Country_5374,C5374,Indicator,I,323606,663705,188797,148674,405710
Country_5375,C5375,Indicator,I,913209,496457,749265,788273,632587
Country_5376,C5376,Indicator,I,709096,21599,138793,198454,111982
Country_5377,C5377,Indicator,I,96231,541106,294911,716951,987526
Country_5378,C5378,Indicator,I,844432,585331,42853,985498,650515
Country_5379,C5379,Indicator,I,429454,122772,884894,395508,728658
Country_5380,C5380,Indicator,I,906084,688278,170702,740384,575111
Country_5381,C5381,Indicator,I,96016,586633,302195,762382,819499
Country_5382,C5382,Indicator,I,385436,597787,14632,538866,155224
Country_5383,C5383,Indicator,I,17503,910493,11084,328376,865115
Country_5384,C5384,Indicator,I,787360,245266,903712,64131,772025
Country_5385,C5385,Indicator,I,402107,214763,707767,201075,865719
Country_5386,C5386,Indicator,I,311534,374194,756251,680835,435956
Country_5387,C5387,Indicator,I,677125,13389,179446,237860,262656
Country_5388,C5388,Indicator,I,969754,726874,738767,285361,771245
Country_5389,C5389,Indicator,I,131282,889763,843754,803711,741837
Country_5390,C5390,Indicator,I,261776,961823,442644,85431,410427
Country_5391,C5391,Indicator,I,757149,542944,407971,378368,988920
Country_5392,C5392,Indicator,I,694220,108093,885136,453400,142319
Country_5393,C5393,Indicator,I,212307,691258,656765,284272,480384
Country_5394,C5394,Indicator,I,30836,606574,119949,653830,464083
Country_5395,C5395,Indicator,I,136058,106690,616133,593213,448687
Country_5396,C5396,Indicator,I,235671,550921,834444,815623,969722
Country_5397,C5397,Indicator,I,117347,489240,701505,240372,528721
Country_5398,C5398,Indicator,I,377591,35950,494344,139237,182078
Country_5399,C5399,Indicator,I,460307,121450,465377,884727,615394
Country_5400,C5400,Indicator,I,594575,508456,985840,681694,230824
Country_5401,C5401,Indicator,I,91761,139072,848695,584222,411066
Country_5402,C5402,Indicator,I,791247,189136,284289,171007,735119
Country_5403,C5403,Indicator,I,866879,23520,254048,393893,630019
Country_5404,C5404,Indicator,I,169463,118839,341895,863122,345713
Country_5405,C5405,Indicator,I,195636,901571,262688,355907,348341
Country_5406,C5406,Indicator,I,718339,943264,291720,584857,601213
Country_5407,C5407,Indicator,I,707049,22634,469621,224303,205218
Country_5408,C5408,Indicator,I,171373,413473,504337,927600,472743
Country_5409,C5409,Indicator,I,430863,339754,76635,59194,329774
Country_5410,C5410,Indicator,I,740403,806616,165622,885805,657257
Country_5411,C5411,Indicator,I,9410,701257,75362,26784,579377
Country_5412,C5412,Indicator,I,776045,861825,386540,796577,935044
Country_5413,C5413,Indicator,I,860528,562043,383893,417865,362948
Country_5414,C5414,Indicator,I,494596,781103,503585,953231,75077
Country_5415,C5415,Indicator,I,218676,960949,395346,658110,383525
Country_5416,C5416,Indicator,I,357464,620216,754275,380517,634251
Country_5417,C5417,Indicator,I,20513,537213,46726,625545,921083
Country_5418,C5418,Indicator,I,416182,15271,141403,659383,201976
Country_5419,C5419,Indicator,I,667876,244570,332080,818202,606436
Country_5420,C5420,Indicator,I,91421,459084,802012,725933,207873
Country_5421,C5421,Indicator,I,792200,76714,655187,630470,2992
Country_5422,C5422,Indicator,I,957993,280177,1972,862380,421084
Country_5423,C5423,Indicator,I,328476,629152,640419,134332,31554
Country_5424,C5424,Indicator,I,111187,605218,114862,597045,927396
Country_5425,C5425,Indicator,I,384306,878868,891265,321206,127456
Country_5426,C5426,Indicator,I,796731,756131,246689,26937,987805
Country_5427,C5427,Indicator,I,195143,395661,691715,288509,551255
Country_5428,C5428,Indicator,I,870301,65908,188320,401590,84726
Country_5429,C5429,Indicator,I,417471,533770,298551,336004,126770
Country_5430,C5430,Indicator,I,821121,706874,297119,521513,821137
Country_5431,C5431,Indicator,I,804320,84598,733366,726408,683820
Country_5432,C5432,Indicator,I,114571,840022,498790,875457,85855
Country_5433,C5433,Indicator,I,972235,227494,158891,842424,642268
Country_5434,C5434,Indicator,I,258385,193958,998308,862640,27675
Country_5435,C5435,Indicator,I,242964,461928,107,167480,715832
Country_5436,C5436,Indicator,I,776994,894468,363643,127613,595891
Country_5437,C5437,Indicator,I,930526,380395,778629,119936,98099
Country_5438,C5438,Indicator,I,637479,565292,225829,356670,329037
Country_5439,C5439,Indicator,I,69075,383299,368390,121100,559879
Country_5440,C5440,Indicator,I,460093,971797,706688,119595,442163
Country_5441,C5441,Indicator,I,451905,999007,212674,371673,6267
Country_5442,C5442,Indicator,I,298179,243406,519902,641027,722134
Country_5443,C5443,Indicator,I,615767,453499,506980,629567,478974
Country_5444,C5444,Indicator,I,647549,449726,425078,858110,49482
Country_5445,C5445,Indicator,I,964894,516026,375133,148496,541190
Country_5446,C5446,Indicator,I,670687,848104,10609,813371,34544
Country_5447,C5447,Indicator,I,302143,977496,605857,633190,293847
Country_5448,C5448,Indicator,I,319111,772613,845873,976724,15009
Country_5449,C5449,Indicator,I,609935,848127,894011,736601,488622
Country_5450,C5450,Indicator,I,498451,63768,900457,967996,735520
Country_5451,C5451,Indicator,I,250756,263149,106472,470056,285037
Country_5452,C5452,Indicator,I,565747,788900,511519,688377,976290
Country_5453,C5453,Indicator,I,954191,697742,957030,47968,821282
Country_5454,C5454,Indicator,I,422921,977227,367052,758682,675712
Country_5455,C5455,Indicator,I,523526,123404,757931,705075,720861
Country_5456,C5456,Indicator,I,428369,917629,665167,406314,553978
Country_5457,C5457,Indicator,I,335926,397008,17537,269868,932409
Country_5458,C5458,Indicator,I,830623,812115,748020,589087,653071
Country_5459,C5459,Indicator,I,213884,577750,100594,932899,503166
Country_5460,C5460,Indicator,I,640069,753149,82940,468317,582042
Country_5461,C5461,Indicator,I,83949,746167,432912,735403,164137
Country_5462,C5462,Indicator,I,767135,63413,913023,180983,875018
Country_5463,C5463,Indicator,I,833106,79387,774468,591792,28137
Country_5464,C5464,Indicator,I,920707,79433,294101,345933,223335
Country_5465,C5465,Indicator,I,649969,879409,686822,983403,10759
Country_5466,C5466,Indicator,I,104314,953565,532709,474215,940647
Country_5467,C5467,Indicator,I,510532,865839,970136,669753,167820
Country_5468,C5468,Indicator,I,991622,369209,387050,287590,549299
Country_5469,C5469,Indicator,I,532997,481868,543473,972271,605375
Country_5470,C5470,Indicator,I,143032,202805,224316,585323,84206
Country_5471,C5471,Indicator,I,994235,805826,529111,877162,3343
Country_5472,C5472,Indicator,I,143326,686986,399765,94500,994909
Country_5473,C5473,Indicator,I,384965,751487,706513,356524,93823
Country_5474,C5474,Indicator,I,390803,904571,798623,945505,766329
Country_5475,C5475,Indicator,I,334527,215491,429855,590711,607943
Country_5476,C5476,Indicator,I,377219,578454,512705,984934,449629
Country_5477,C5477,Indicator,I,720601,36970,7382,913032,544018
Country_5478,C5478,Indicator,I,116521,317736,458288,340061,643666
Country_5479,C5479,Indicator,I,184828,235094,412021,732667,3281
Country_5480,C5480,Indicator,I,727818,799634,654139,387453,900793
Country_5481,C5481,Indicator,I,89232,763043,686947,843776,528673
Country_5482,C5482,Indicator,I,367726,979858,396737,356156,93307
Country_5483,C5483,Indicator,I,634059,194900,856654,790282,459751
Country_5484,C5484,Indicator,I,81677,588215,187063,541720,513056
Country_5485,C5485,Indicator,I,692829,376350,661689,589051,295914
Country_5486,C5486,Indicator,I,609755,855997,304272,943753,456761
